i 've had it for about 2 weeks and it 's the best player i 've seen  and used  ever .	1
i find the apex ad-2600 to be a great buy .	1
they look fantastic .	1
i am willing to overlook it 's problems to get superior sound quality and low price  although i feel the player has a lot of room for improvement .	0
this camera is closest to perfect than any other digicam that is 4-5 megapixel .	1
even viewed cds full of jpgs .	1
takes excellent photos .	1
i chose the g3 because of its reputation for very high quality  clean images .	1
what a disappointment !	0
compared to everything else in this category  this is most definately the best bang for the buck .	1
the other controls are all very easy to use .	1
the player looked good right out of the box  offering lots of features and good styling .	1
i can 't rate it one star only because when it does work it 's pretty good .	0
2 ) having unfilled id3 tags will cause music to be potentially placed in a folder called " unknown . "	0
i found using the supplied mediasource software very easy .	1
but  it seems to work so well now  that i do n't anticipate any problems with it .	1
only owned it about two weeks so i expect we 're looking at getting another progressive scan dvd player of higher quality very soon .	0
working for 10 hours with it on " shuffle " totally rocks ! !	1
the adobe camera raw plug-in shows once again that hardware is miles ahead of software .	1
the zooming lever is shaky  i hope it does not operate mechanically  otherwise you 'll feel uneasy .	0
it would either not play the song at all  or skip wildly  no matter that the unit was resting on my desk .	0
both of the problem dvd 's would repeatedly freeze during playback  while the counter on the player kept going .	0
my music demands are pretty intense and this handles those demands without problems .	1
the blue-screen display in the zennx xtra model is an improvement  but the toggle switch is still tricky .	1
when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens .	0
it has a beautiful design  lots of features  very easy to use  very configurable and customizable  and the battery duration is amazing !	1
well flash photos are never great  and there was still a lot of noise .	0
3 ) it does not work automatically like a hard drive when you connect it to your computer  like some players	0
there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board .	0
i find this to be a great feature .	1
the only thing i would complain about the zen xtra is that the controls are n't as easy as the ipod 's  or as " sexy " looking .	0
i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player .	1
but the earbuds suck !	0
like it 's predecessor  the quickly revised nx  this player boasts a decent size and weight  a relatively-intuitive navigational system that categorizes based on id3 tags  and excellent sound ( widely known to be better than ipod - not surprising considering the number of years creative has been in the audio peripheral business ) .	1
it would spin  read  spin some more and then show on the display that there was no disc .	0
because this camera is beautiful .	1
they fired away and the picture turned out quite nicely . ( as all of my pictures have thusfar ) .	1
i 've been bothered by blown-out highlights on the s330  and the g3 seems to do only slightly better .	0
it also costs a lot less than the ipod .	1
the player 's mechanics are also flawed .	0
5 ) its focusing system is also very flexible .	1
it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly .	1
i 'm not willing to accept shoddy construction on something i paid over 250 dollars for .	0
i 'm easily enlarging pictures to 8 1/2 x 11 with no visable loss in picture quality and not even using the best possible setting as yet ( super fine ) .	1
on my main computer the software did not work right .	0
however  i do n't like to carry it on my belt because the clip is n't secure and the case can slip off .	0
easy to use  small form factor  and looks good to boot .	1
the fact that this model would play jpeg slideshows was a big plus for me as a visual artist  and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting .	1
like other reviewers  installation was hell .	0
this dvd play is basicly junk .	0
the locations of various buttons on one side or the other is somewhat illogical	0
the optical zoom is awesome  and the viewfinder reflects the settings of the zoom .	1
this has happened with several different dvd 's and occasionally if we keep trying something  it will work when it did not work one time before .	0
1 ) quite bulky ( it 's about the same size as my minolta vectis s-1 aps slr ) and uses a heavy battery  although not very solid as it is contructed mostly of plastic ( unlike canon 's elph line )	0
i called apex 's support number numerous times but it just kept ringing .	0
the setup process for the nomad is infuriating  and the interface with the player is sub-par .	0
i tried called apex cust service  no help .	0
each of the 4 lasted less than six months .	0
overall i 'm happy with my toy .	1
if you want to rename a cd title that you have already transferred  you will become frustrated quite quickly .	0
so far the dvd works so i hope it does n't break down like the reviews i 've read .	1
i was impressed by this very inexpensive player.for the first three hours  and then it died .	0
the camera is very easy to use  in fact on a recent trip this past week i was asked to take a picture of a vacationing elderly group .	1
the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .	1
without a doubt the finest looking apex dvd player that i 've seen .	1
can 't say whether i rec 'd an " updated " model but it will not read dvd + rw 's or vcd 's for me .	0
seriously  this thing has everything that a pro or expert amateur could want .	1
neither message was answered ( they ask for 24 hours before replying - i 've been waiting 27 days . )	0
the price compared to the ipod is great .	1
the apex 2600 has been a steady performer for me .	1
my other gripe is the incredibly crappy remote  which is worse than other  cheaper apex units .	0
despite this minor disappointment  i highly recommend the canon g3 anyone who is serious about digital photography .	1
i wo n't go into the details here  as the online sites ( stevesdigicams  dpreviews ) go into great depth in their reviews  but i am very pleased with the features  the speed  the picture quality  the flexibility  the automation  and the functional conveniences this camera offers .	1
this is a good deal for music and data storage .	1
this is my second creative labs mp3 player  and it is definitely a fine product .	1
also  the display is " hinged " and it can be placed in a myriad of positions  or to protect it against any damage .	1
it 's only slightly heavier than the ipod  and has a longer battery life .	0
for instance  i made several back-ups of my dvd movies using dvd-r ( w ) and + r ( w ) and it plays the dvds .	1
it plays original dvds and cds and plays mp3s and jpegs .	1
learning how to use it will not take very long .	1
but this is * not documented * in the zen manual - neither the hard copy nor the cd version .	0
scroll button - the scroll wheel was a nice idea to keep less clutter  but the button would sometimes get stuck or keep scrolling .	0
when i hooked it up it only produced sound - a cd played fine  but with a dvd i only got the audio - no picture !	0
i get to chapter 34 and everything freezes !	0
i would not be inclined to purchase an apex product again .	0
to keep it short  this is cheaper  and in my opinion a better choice than an ipod .	1
by the way  it looks nice also .	1
i am quite happy having over 10 gigs of music stored on this baby as well as a few gigs of media files in the data folder .	1
i especially like the more commonly used buttons  such as play  pause  and stop  to be larger and conveniently placed .	0
software - the software is crap .	0
i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ) .	0
actually using the nomad jukebox is easy and uncomplicated .	1
we are overall pleased with product .	1
no line out jack - as i said  there is none .	0
you 're going to need to buy new headphones  the stock ones suck	0
excellent range of metering options as well .	1
2 ) no games - it has a cool screen - why not use it .	0
all in all though i 'm very happy with my new mp3 player .	1
apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy .	0
f ) it doesnt look pretty -- spending this kind of cash  you want something that has the asthetics bit down  of course	0
however  the creative software is not real intuitive .	0
i 've had this thing just over a month and the headphone jack has already come loose .	0
i had no problems following their installation instructions .	1
when we tried to hook up the first one  it was broken - the motor would not eject discs or close the door .	0
the 2600 had false silver plate instead of play display .	0
it does not only have difficulty playing jpegs  it even has trouble properly playing dvd movies .	0
the prints are beautiful !	1
4mp  4x optical zoom  takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras  easy to understand and use ( has a great swivel lcd screen )  a lot of features and add-on options  comes with great software ( not to be overlooked )  and last but by far not least  received my fiance 's stamp of approval ( two thumbs up ! )	1
the player 's software is very easy to use and very good .	1
if you strictly use the lcd and not the view finder  i highly recommend the camera .	1
the eax sound enhancement feature did n't do enough for me and the custom eq was a limited 5 band eq .	0
received apex dvd and the picture was great when set up with s connector .	1
i found it intuitive to use ( i did n't read any documentation for it and was using it successfully within a few minutes ) .	1
nothing but hassle with this company .	0
oh  and the screen saver feature is pretty sweet ^ _ ^	1
i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver .	0
less than a month later the screen freezes and eventually shows " no disc . "	0
-- > does not recognize player at random times  despite being connected and displaying player 's library .	0
the sound is indeed excellent and the form factore is not bad ( but still rather larger than i had expected ) .. .	0
loved the slim design .	1
the canon software for raw images does not present you with a raw image at all  but the raw image after it has been processed by all the image-affecting settings in the camera .	0
but  if you 're looking for my opinion of the apex dvd player  i love it !	1
i am disappointed and looking elsewhere for something that can withstand the " rigor " of a business traveler .	0
i like the auto fit feature = you can stretch widescreen dvd 's to normal .	1
the scroll wheel is a big improvement over the ipod touchpad .	1
a few of my work constituants owned the g2 and highly recommended the canon for picture quality .	1
it did also seem to have a strong " new electronics " smell for some time .	0
the environmental audio  however  is almost completely useless and has made most of my songs sound worse than without it ( i encode my songs at 192-256 kbps without variable bit rates . )	0
and amazon.com has it for such a great price -- how can you go wrong ?	1
- best in class sound	1
this item broke just two weeks after i gave it to my kids for christmas .	0
other tagging problems result ( i think ) from the nomad 's operating system .	0
at first i thought it is only a isolated incident  but i was proven wrong when the player would not read my " alias " dvds as well .	0
i am quite happy with the camera .	1
i 've now had the camera for two months and i 'm even more pleased with it .	1
i must have differing preferences than others here  as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players .	1
now it will not load any disk or just says that there is no disk .	0
imagine my shock - and absolute instant disdain for any products made by apex .	0
the music is easy to get to ( all of the menus are easy to understand despite what alot of i-pod owners say ) and if you know how to search for an artist by name online  then you can do the same with the zen .	1
i use this with a home theater system and it 's amazing how it sounds  the picture clarity is unmatched !	1
however  for a $ 600 - $ 800 budget  i think this camera is an excellent choice .	1
the dvd player does not work properly .	0
i will never buy a creative product again .	0
anyway  this player is a great deal and i really love it .	1
the controls are somewhat harder to use than the ipod  but i have gotten use to them  and even at the beginning did not think would justify the huge difference in price .	0
the songs do n't play one after another like on a cd .	0
lots of sound options  has an equalizer almost like winamp with the options .	1
it does play a wide range of formats as advertised which is very nice .	1
this is by far the nicest one  in so many ways .	1
besides the one problem  this machine is amazing !	1
the creative labs zen xtra has all the features the i-pod has and if you get if from amazon your only going to pay $ 300 for this great player .	1
i have to say i 'm also pretty impressed by the user interface for playing jpeg  mp3 and mpeg files stored on cd-rs / dvds .	1
this camera has none of these flaws and will be something you 'll use all the time .	1
i highly recommend it .	1
( batteries last longer too ! )	1
- the top that covered the battery kept poping off without much of a touch near the bottom latch .	0
have tried to contact apex via e-mail ( customerservice@apexdigital.com )  but the e-mail address is not valid .	0
many of our disney movies do n't play on this dvd player .	0
much cheaper than i-pod good looking player ( beautiful blue back-lit screen ) if you 've read about the player  some have complained about the lack of a viewing hole for the face when the case is on  but this is good because the face does n't get damaged / scratched fast transfer rate	1
i 've had it for a week now  do n't regret the purchase one bit  and i never leave home without it .	1
crappy headphones .	0
in fact  i 'd have to rate it among the worst i 've ever encountered .	0
i thought it was just the player  but then i started checking the discs to find that the apex 2600 is actually ruining my media .	0
it was n't as easy to fast forward or pause a song than it was with a regular walkman .	0
the zennx will keep running for the price of a replacement battery  just like any other battery-powered appliance .	1
the zoom goes up and down in magnification  which is nice  but there is always a display of the zoom size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings .	0
unfortunately i bought a player because the ps2 could n't play all my dvds  and now the player can 't play everything .	0
transfers are surprisingly quick through usb 2.0 .	1
quite simply  the firmware and / or the os that control this thing is not ready for prime time .	0
also  i can 't understand why the software does not ignore " the " when it lists the cds in alphabetical order .	0
there are a lot of things i like about it .	1
when i 1st tried it i found that it had no problem playing the more expensive dvd - r media disc 's that other players would play but to my surprise was able to play cheep media that i had burned that i could n't get to work before in anything but the dvd burner itself that i had made the disc with .	1
my " fast forward " button works  but it takes a little extra pressure on it to make it go .	0
player works and looks great - if you can get the dvd 's to play .	1
it is great sounding  even with the supplied earbuds .	1
overall : small  sounds great  and less expensive than apple 's overpriced ipod !	1
definetely a great camera .	1
i took it to my father 's house to play a tom jones concert dvd and he loved the player so much i gave it to him .	1
the earbuds that come with it are n't that bad .	1
another irriation is that if you hold the scroll button down for too long  it keeps going past the song you may have wanted to stop on .	0
it sure does !	1
the battery is nice .	1
i tried to play the song three times  with no success .	0
it takes great pictures  operates quickly  and feels solid .	1
but for now it appears that this player does n't play well with itunes .	0
bottom line ... great product  unbeatable price .	1
by cocking the shutter to the halfway position and getting the settings ready to shoot  i was able to produce excellent stopaction photos -- contrary to what other reviewers experienced .	1
the lens is visible in the viewfinder when the lens is set to the wide angle  but since i use the lcd most of the time  this is not really much of a bother to me .	0
well just one con - its not really plug and play at first i mean its very confusing to start the program but one you do it  it will be a breeze .	0
this camera is worth every penny  and i highly recommend it !	1
only one disk played through to completion successfully .	0
1 ) a spare battery would have been great .	0
- large easy readable screen	1
3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze .	0
i love it ! !	1
update : the finish is more " mirror " than silver -- and i like it !	1
- the software that came with it was tough to load .	0
my jpeg pictures are viewable ( not so sharp and vivid ) on my 27 " screen but seem not as clear as when i view them on my 17 " monitor .	0
rather than creating a directory for bookmarks to be found in one area  the user must actually find the track where the bookmark was made . .	0
also  the sound is wonderful ... my only gripe were those aweful earphones that this came with .	0
they 're pretty comfortable  stay in place and deliver a decent audio quality .	1
the only drawback is the viewfinder is slightly blocked by the lens .	0
i love this camera .	1
this camera has a cool stitch pictures feature  to find out more just log on to canon 's website .	1
so far the software for the pc works easily .	1
without any tweaking at all  if the exposure is accurate  the colors are as realistic as ive ever seen produced by film  and this is a raw image !	1
will never purchase apex again .	0
first  the sound quality is okay  but ( as at least one other reviewer has mentioned ) the eax can cause audio interference after about 30 minutes .	0
i had to sit on the phone with customer support for 2 hours and they did not help at all .	0
all in all this a great player that blows the i-pod away  with easy to use and understand features  software that is simple to understand and use  and a great sound ( which is all that matters in a mp3 player ) .	1
the software is very easy to use  and within 30 minutes of opening my box  i was out and about listening to any one of my 80 cds .	1
also  very light and portable .	1
first of all the player 's sound quality is superior to the ipod .	1
* software is absolutely terrible :	0
forget about the sleek looks if it can 't play some of your real dvds.	0
as a whole  the dvd player has a sleek design and works fine .	1
i was able to take great photos of the 4th of july fire works  and got some amazing shots of the kids playing with sparklers .	1
the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls  especially the scroll wheel .	0
this is extemely lame .	0
i have only had this camera for one full day and i have to say that it is wonderful .	1
the remote is a little hard to understand .	0
controls are a bit awkward .	0
this is probably one of the few dvd players at $ 40 that can play almost everything you throw at it .	1
the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit :	1
i have shopped with amazon before and have been very happy with their performance thus far .	1
the quick sync is n't any good becuase it either needs to be configured properly or just is n't very useful .	0
b ) the screen is hard to read -- the cover hides it an already annoying poorly lit display	0
only thing missing from creative is a cd burner .	0
* scroll button more cumbersome than on earlier models .	0
great feature list  poor reliability .	0
and the remote is cheap and cheasy - not sure how long it 'll last  but for 50 bucks what the heck !	0
this camera also has a great feel and weight to it .	1
apex sucks !	0
unfortunately it can 't play all of the dvd .	0
so far  we 've only used this player a few times to watch movies and it has worked fine .	1
i love the eos based controls and easy menus .	1
i tried as bunch of different formats to see if it would play and it did .	1
you can move the focus range to almost anywhere in the scene with the push of a button  and it has an on-screen manual focus mode that would be really helpful if shooting a scene that is tough to automatically focus .	1
the case is strong and stylish  but unfortunately lacks a window ( now a big deal ) .	0
feels solid in hand .	1
i forgot  the case does n't fit .	0
very sleek  stylish as well as the screen options and visuals it has .	1
the only thing i 'm concerned about is the quality / longevity of the buttons on the thing .	0
it would only transfer 30 or so songs  and then come up with an error .	0
this thing is trash .	0
the player feels very delicate  as if i 'm holding an actual hard drive .	0
unlike some of the other people who received a " lemon "  my dvd player came in perfect working condition .	1
player has a problem with dual-layer dvd 's such as alias season 1 and season 2 .	0
it sometimes takes the picture at some indefinite period of time after you press the shutter button .	0
owner 's manual has substandard troubleshooting guide .	1
the included earbuds were uncomfortable .	0
they play just about everything  but  2 and  3 died very shortly after getting them .	0
it gives great pictures  the controls are easy to use  the battery lasts forever on one single charge  the software is very user-friendly and it is beautiful in it chrome casing .	1
of course  i was hesitant given the price  but i 've been extremely impressed since receiving it  and bought a second one as a christmas present for my parents .	1
this product is too fragile for normal use .	0
creating playlists using the included software to minimize issue 3 was n't as easy as i would have liked .	0
the scroll wheel  to be blunt  sucks .	0
fm receiver - it has none .	0
we tried the " finding nemo " dvd and when we got to ~ chapter 28  the frames started to freeze for no reason .	0
this product sucks  the customer service from apex sucks .	0
i brought it for my sister in college and she loves it !	1
who knows how many uses you 'll get out of it before it craps out  but it probably will .	0
it comes with a clearly written manual and the learning curve is not too too steep .	1
i 've had the player for about 2 years now and it still performs nicely with the exception of an occasional wwhhhrrr sound from the motor .	1
i did have to put a little work into renaming some duplicate file names to get all my music on my zen xtra but it was n't a big problem .	0
the powershot g3 is a great camera .	1
the player kept displaying " no disc "  so i tried the disc in another machine and sure as @  * !	0
also  i have not had trouble reading svcds that i created and vbr mp3 cds ( my old apex ad-1200 had trouble with these ) .	1
there are a couple of quirks that were a bit annoying like having to actually press the power button before the tray will open ( my prev. machine did it automatically )  and the fact that the external display is too small and too faded to read from any significant distance .	0
after less than 24 hours it turned out to be a huge disappointment  for myself and for my parents  for whom it was a gift .	0
the camera is a dream to operate in automode  but also gives tremendous flexibility in aperture priority  shutter priority  and manual modes .	1
its silver magnesium finish is stunning  and the sharp lines and excellent grip are better than any other camera i 've seen .	1
but about 25 % of dvd 's i 've played on ithave a problem  when watching a movie the picture will freeze  but the dvd still plays  and eventualy the picture kicks back in after skipping a few moments .	0
one good thing  it is 40 gb of disk space ( well  it is 38 gb in reality ) .	1
another point of note : the battery life is incredible !	1
i 've been pleased with the picture quality and durability in snow  car  boat and wind .	1
one bad thing though  i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does .	0
apex does n't answer the phone .	0
1 . the ability to selectively switch to raw format during record review gives you incredible more post-processing flexibility .	1
then my dvds would stop playing in the middle  or not even be read at all .	0
all i have to say is that i did freeze on me once  but it has n't done it since .	0
it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working .	0
it works great .	1
4 megapixels is plenty for all but pros  and you will not be disappointed with the results of this camera .	1
the only downside i see is that it does n't look like you can manage playlists from the nomad  it has to be done from the computer .	0
it 's not a listed feature but  the one thing that sold the unit is that it plays mpeg video .	1
the storage capacity is great .	1
i 'd highly recommend this camera for anyone who is looking for excellent quality pictures and a combination of ease of use and the flexibility to get advanced with many options to adjust if you like .	1
after hooking the thing up  i found that it would only played less than 50 % of the dvds i put in it .	0
i was unable achieve a sound quality on par with my simple portable cd player with " bass boost . "	0
way less expensive than the ipod .	1
i have sent my ad2600 back to apex because it wo n't play certain disney and other dvd movies ( no disc message ) .	0
the sound is excellent  the battery life is excellent  the fact that the battery is replacable is excellent  and finally the price  $ 200 cheaper than the 40gb ipod  is excellent .	1
unfortunately  this digital moment-capturing device called the g3 sometimes captures the moment after the one you wanted .	0
* does not provide enough volume when connected to larger headphones  or external receivers ( car radio ).	0
the sound quality is excellent ( and i 'm fussy with that stuff )  the unit looks cool  screen is bright and easy to read  and the replaceable battery means a major advantage over the ipod ( besides the price  but everyone knows that ) .	1
the more i work with it  the more i love it !	1
it is very simple to import via iphoto 2 and then move them to photoshop .	1
also navigating while playing music is a plus unlike my previous player .	1
the grain was terrible .	0
2 ) storage capacity	1
i would have liked to have given it 4 1/2 stars docking that 1/2 star only for the size .	0
even the battery life is great - it advertises 14 hours  it 's actually a little less but still good .	1
it is more than 90 days and it does not show the picture no matter what i do .	0
all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukeboxed ( ipod  archos  dell  samsung ) .	1
in terms of the shots taken  this camera is insanely great !	1
and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey !	1
it was ( i sold it after a few months ) too expensive for the shots that i got .	0
1 ) player is not plug and play - need to install nomad explorer first and mediasource to transfer files and i had to be patient as i was used to winxp detecting the player and dragging and dropping the music files into it .	0
i recommend unreservedly the powershot g3 to any potential buyer looking for a first-class digital camera at a reasonable price - there is no better camera out there - period !	1
because of it 's hidden features ( no macrovision  non-regional ) i keep this baby around to watch non-american region dvd 's .	1
range of functions - as indicated above - it has something for everyone : point and shoot power plus advanced functions for those who are serious about photography .	1
progressive scan player for a relatively low price ( although the better known manufacturers like toshiba  pioneer  and panasonic are now offering lower-priced progressive scan players as well ) .	1
this was an awesome player  before the video output no longer worked ( after about 3 weeks ) .	0
also  the sound is wonderful ... my only gripe were those aweful earphones that this came with .	1
finding a particular song ( s ) or album on the nomad jukebox is fast and easy .	1
software is easy to use ( although redhat software is better  but costs money )	1
on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd .	0
i just bought this player today and i already love it .	1
either way  can 't go wrong with this price .	1
the sound from the player is ok .	1
also  for some reason the picture looks washed out on s-video  with lots of color bleeding  compared to a component connection ( should not be much of a perceptible difference on a 27 " tv ).	0
all the buttons  neccessary lil ' gadgets are on the sides of the player which is nice for when you are holding it in the palm of your hand .	1
the g3 is loaded with many useful features  and unlike many smaller digital cameras  it is easy to hold steady when using slower shutter speeds .	1
i have tried several times to contact apex digital through their on-line support site and their telephone line  but they wo n't answer my emails and their telephone line is always busy .	0
i have no complaints with this mp3 player .	1
this is a nice feature ( i.e. it 's early in the morning and you rather listen to " easy listening " rather than " heavy metal " - no problem .	1
there was occasionally a lip-sync issue ( the lips were n't moving in time to the dialogue ) .	0
3 months of use and it no longer recognizes anything .	0
not plug  play  relies on id3  no fm or recording	0
i liked this one enough to buy another .	1
have used it frequently and have had no problems .	1
despite the things that i have listed so far  i could live with this item since it saves me from lugging a cd case to work  to the gym  in the car  etc. .	1
i 've had this thing for less than a month  treated it quite well  never dropped it  and the headphone jack is all screwed up .	0
overall it is the best camera on the market .	1
the on-off button feels somewhat flimsy  and has an awkward  tiny little lock-out button that needs to be depressed to turn on the camera .	0
i am stunned and amazed at the quality of the raw images i am getting from this g3 ( in conjunction with my professional flash system )  and can easily put up with the cameras limitations  because ive never seen anything better within its resolution limits .	1
i tried calling the support number for a week  several times a day  and always got a busy signal .	0
6 . the zen nx battery requires the ac adapter to recharge  it does not charge by usb cable  this is not tragic  but usb recharging would be a convenient ( additional ) choice .	0
i am very pleased with this product and the price to match and have n't had any problems .	1
it feels slow to focus  and unbearably slow to shoot .	0
unit took forever since the begiining to recognize and play discs .	0
- not playing some dvds and then finally after less than 60 days  it just would not recognize anything i pop in it .	0
this is the best dvd player i 've purchased .	1
the instructions that come with it do n't explain how to make things simple .	0
just a little overview  powershot g3 is the flagship of canon 's powershot series and its an slr-like camera  its 4 megapixel and ( alsmost ) full manual control gives the pictures a touch of brilliance .	1
you can see the lens barrel in the view-finder .	0
update : january 27th 2004 - the second one crapped out only after a week - dont buy this product !	0
unfortunately it turns out to be the " disposable " type .	0
the pictures are fabulous and their is a ( short ) learning curve to it  there are tons of features i have n't even gotten to .	1
you even can not navigate by genre / artist / album since under genre you get just all tracks in that genre  no other division .	0
so much packed in a small case and very affordable !	1
the screen may be a little smaller  but it is very readable and does n't come in the overused blue .	0
it works well enough ( so far ) for me to be satisfied with it  and it 's possible that i 'm missing something .	1
also the feature to automatically put in the song information is n't always accurate .	0
e ) the case is too small -- it took me like a half hour just to get this monstrosity to fit in its cage	0
it seems to be working fine  but we 've not used it all that much .	1
the canon computer software used to download  sort  upload and manage your digital pictures on the computer is very nice and very easy to use .	1
5 . the zen does not have a stop button !	0
